ExCluster_ID	GeneID	Coordinate	Species	Membership_score
GF_000231.004	WBGene00006678	chrIV:11507809-11507928:+	ce11	0.120
GF_000232.001	AT1G70210	chr1:26441759-26441977:+	araTha10	0.050
GF_000232.001	AT5G10440	chr5:3280614-3280766:-	araTha10	0.050
GF_000232.001	AT5G65420	chr5:26141595-26141738:-	araTha10	0.160
GF_000232.001	ENSG00000105173	chr19:29823655-29823774:+	hg38	0.290
GF_000232.001	ENSG00000175305	chr8:94881635-94881745:-	hg38	0.050
GF_000232.001	FBgn0010382	chr2L:15728884-15729156:-	dm6	0.090
GF_000232.002	AT3G50070	chr3:18565325-18565603:-	araTha10	0.070
GF_000232.002	AT4G34160	chr4:16358981-16359301:+	araTha10	0.070
GF_000232.002	AT5G67260	chr5:26837396-26837662:+	araTha10	0.070
GF_000232.002	ENSG00000118816	chr4:77048222-77048662:-	hg38	0.160
GF_000232.003	AT5G65420	chr5:26142336-26142463:-	araTha10	0.070
GF_000232.003	ENSG00000105173	chr19:29822446-29822603:+	hg38	0.070
GF_000232.004	ENSG00000118816	chr4:77055962-77056102:-	hg38	0.070
GF_000232.004	WBGene00000871	chrI:6783168-6783341:+	ce11	0.070
GF_000232.005	AT1G70210	chr1:26441053-26441151:+	araTha10	0.070
GF_000232.005	ENSG00000118816	chr4:77056249-77056323:-	hg38	0.070
GF_000232.006	AT5G10440	chr5:3281880-3281966:-	araTha10	0.070
GF_000232.006	AT5G65420	chr5:26143097-26143183:-	araTha10	0.070
GF_000232.006	ENSG00000133101	chr13:36432622-36432729:+	hg38	0.120
GF_000232.007	ENSG00000133101	chr13:36433057-36433221:+	hg38	0.070
GF_000232.007	ENSG00000145386	chr4:121823416-121823628:-	hg38	0.070
GF_000232.007	FBgn0000404	chr3L:11832874-11833068:-	dm6	0.120
GF_000232.008	ENSG00000133101	chr13:36438644-36438867:+	hg38	0.200
GF_000232.008	ENSG00000145386	chr4:121820542-121820765:-	hg38	0.200
GF_000232.008	FBgn0000404	chr3L:11828461-11828684:-	dm6	0.350
GF_000232.009	ENSG00000133101	chr13:36439979-36440183:+	hg38	0.070
GF_000232.009	ENSG00000145386	chr4:121819372-121819579:-	hg38	0.070
GF_000232.009	FBgn0000404	chr3L:11828188-11828392:-	dm6	0.120
GF_000233.001	AT4G19260	chr4:10534073-10534189:+	araTha10	0.250
GF_000233.001	AT4G19340	chr4:10560388-10560504:+	araTha10	0.250
GF_000233.001	WBGene00018563	chrIII:6294666-6294815:-	ce11	0.330
GF_000233.002	AT4G19260	chr4:10533792-10533894:+	araTha10	0.250
GF_000233.002	AT4G19340	chr4:10560107-10560209:+	araTha10	0.250
GF_000233.002	WBGene00018563	chrIII:6294862-6294964:-	ce11	0.330
GF_000234.001	ENSG00000198919	chr3:108690787-108690894:+	hg38	0.330
GF_000234.001	WBGene00015639	chrIII:6538122-6538208:-	ce11	0.200
GF_000234.001	WBGene00015642	chrIII:6553703-6553789:-	ce11	0.200
GF_000234.001	WBGene00021795	chrII:4321449-4321532:+	ce11	0.200
GF_000235.001	AT3G23270	chr3:8316436-8316486:+	araTha10	0.070
GF_000235.001	ENSG00000128731	chr15:28321362-28321433:-	hg38	0.070
GF_000235.002	AT3G47660	chr3:17574519-17574665:+	araTha10	0.070
GF_000235.002	ENSG00000102189	chr12:92827912-92828061:-	hg38	0.070
GF_000235.003	ENSG00000102189	chr12:92929043-92929066:-	hg38	0.070
GF_000235.003	WBGene00011696	chrV:13497323-13497367:-	ce11	0.070
GF_000235.004	ENSG00000103657	chr15:63637103-63637134:-	hg38	0.070
GF_000235.004	WBGene00022785	chrIII:7831050-7831103:+	ce11	0.070
GF_000235.005	ENSG00000103657	chr15:63677845-63677986:-	hg38	0.070
GF_000235.005	WBGene00022785	chrIII:7830154-7830251:+	ce11	0.070
GF_000235.006	ENSG00000128731	chr15:28260777-28260970:-	hg38	0.070
GF_000235.006	WBGene00011696	chrV:13491978-13492153:-	ce11	0.070
GF_000235.007	ENSG00000159733	chr4:2339517-2339655:-	hg38	0.070
GF_000235.007	WBGene00003084	chrX:4380932-4381042:-	ce11	0.070
GF_000235.008	ENSG00000159733	chr4:2341478-2341585:-	hg38	0.070
GF_000235.008	WBGene00003084	chrX:4381572-4381693:-	ce11	0.070
GF_000235.009	ENSG00000159733	chr4:2353933-2354073:-	hg38	0.070
GF_000235.009	FBgn0039492	chr3R:27128639-27128779:-	dm6	0.070
GF_000235.010	ENSG00000159733	chr4:2418285-2418323:-	hg38	0.210
GF_000235.010	FBgn0039492	chr3R:27150394-27150429:-	dm6	0.210
GF_000235.011	ENSG00000128731	chr15:28257061-28257261:-	hg38	0.070
GF_000235.011	ENSG00000159733	chr4:2271675-2271779:-	hg38	0.070
GF_000235.011	WBGene00011696	chrV:13491368-13491586:-	ce11	0.120
GF_000235.012	ENSG00000159733	chr4:2287386-2287617:-	hg38	0.070
GF_000235.012	WBGene00021538	chrIV:8104484-8104676:-	ce11	0.070
GF_000235.013	AT5G12350	chr5:3995789-3995857:+	araTha10	0.060
GF_000235.013	ENSG00000102189	chr12:92891629-92891721:-	hg38	0.060
GF_000235.013	WBGene00021538	chrIV:8107542-8107598:-	ce11	0.120
GF_000235.014	AT5G42140	chr5:16837550-16837682:-	araTha10	0.070
GF_000235.014	WBGene00022785	chrIII:7832191-7832317:+	ce11	0.070
GF_000236.001	ENSG00000043355	chr13:99982065-99983139:+	hg38	0.180
GF_000236.001	ENSG00000139800	chr13:99970127-99971675:-	hg38	0.180
GF_000236.001	ENSG00000152977	chr3:147410113-147411094:+	hg38	0.180
GF_000236.001	ENSG00000156925	chrX:137566692-137567751:+	hg38	0.180
GF_000236.001	FBgn0003002	chr3R:4853106-4854054:+	dm6	0.520
GF_000236.002	ENSG00000043355	chr13:99984946-99985109:+	hg38	0.050
GF_000236.002	ENSG00000152977	chr3:147412518-147412681:+	hg38	0.110
GF_000236.002	ENSG00000156925	chrX:137568902-137569065:+	hg38	0.050
GF_000236.002	ENSG00000174963	chr3:147390933-147391246:-	hg38	0.050
GF_000236.002	FBgn0003002	chr3R:4868143-4868312:+	dm6	0.160
GF_000236.002	WBGene00004335	chrX:7748166-7748278:+	ce11	0.040
GF_000236.003	ENSG00000043355	chr13:99985323-99985679:+	hg38	0.110
GF_000236.003	ENSG00000152977	chr3:147413354-147413548:+	hg38	0.160
GF_000236.003	ENSG00000156925	chrX:137569891-137570067:+	hg38	0.050
GF_000236.003	ENSG00000156925	chrX:137577122-137577268:+	hg38	0.050
GF_000236.003	FBgn0003002	chr3R:4868453-4869160:+	dm6	0.040
GF_000236.003	WBGene00004335	chrX:7749179-7749427:+	ce11	0.240
GF_000236.004	ENSG00000106571	chr7:41964333-41966641:-	hg38	0.060
GF_000236.004	ENSG00000106571	chr7:41967833-41967923:-	hg38	0.060
GF_000236.004	ENSG00000111087	chr12:57470317-57472058:+	hg38	0.060
GF_000236.004	FBgn0004859	chr4:47997-50462:-	dm6	0.140
GF_000236.005	ENSG00000106571	chr7:41977558-41977722:-	hg38	0.350
GF_000236.005	ENSG00000111087	chr12:57467333-57467497:+	hg38	0.260
GF_000236.005	ENSG00000174332	chr1:53529791-53529952:-	hg38	0.170
GF_000236.005	FBgn0004859	chr4:50516-50680:-	dm6	0.200
GF_000236.005	FBgn0039039	chr3R:23023760-23023921:-	dm6	0.200
GF_000236.005	WBGene00006604	chrIII:11181097-11181261:-	ce11	0.280
GF_000236.005	WBGene00010936	chrX:14497891-14498049:+	ce11	0.360
GF_000236.006	ENSG00000106571	chr7:41978599-41978748:-	hg38	0.320
GF_000236.006	ENSG00000111087	chr12:57466240-57466389:+	hg38	0.320
GF_000236.006	WBGene00006604	chrIII:11182330-11182497:-	ce11	0.320
GF_000236.006	WBGene00010936	chrX:14497695-14497838:+	ce11	0.320
GF_000236.007	ENSG00000106571	chr7:42023468-42023608:-	hg38	0.060
GF_000236.007	WBGene00010936	chrX:14496920-14497054:+	ce11	0.060
GF_000236.008	ENSG00000106571	chr7:42223130-42223253:-	hg38	0.060
GF_000236.008	WBGene00010936	chrX:14496120-14496357:+	ce11	0.060
GF_000236.009	ENSG00000111087	chr12:57463692-57463791:+	hg38	0.060
GF_000236.009	WBGene00006604	chrIII:11191815-11191931:-	ce11	0.060
GF_000236.010	ENSG00000111087	chr12:57464673-57464867:+	hg38	0.060
GF_000236.010	WBGene00006604	chrIII:11183714-11183934:-	ce11	0.060
GF_000236.011	ENSG00000174332	chr1:53594108-53594902:-	hg38	0.110
GF_000236.011	FBgn0004859	chr4:50745-51257:-	dm6	0.060
GF_000236.011	FBgn0039039	chr3R:23024937-23026451:-	dm6	0.060
GF_000236.012	ENSG00000174963	chr3:147402728-147402797:-	hg38	0.060
GF_000236.012	WBGene00004335	chrX:7746875-7746998:+	ce11	0.060
GF_000236.013	ENSG00000188786	chr1:37857251-37857658:-	hg38	0.060
GF_000236.013	FBgn0040305	chr3L:9430522-9430836:+	dm6	0.060
GF_000238.001	FBgn0037736	chr3R:9738520-9738728:-	dm6	0.430
GF_000238.001	FBgn0085400	chr2R:23172797-23173005:-	dm6	0.140
GF_000238.001	FBgn0086604	chr2R:20462004-20462209:+	dm6	0.430
GF_000238.001	WBGene00018215	chrX:850886-851085:-	ce11	0.640
GF_000238.002	FBgn0037736	chr3R:9738821-9738950:-	dm6	0.430
GF_000238.002	FBgn0085400	chr2R:23176151-23176286:-	dm6	0.140
GF_000238.002	WBGene00018215	chrX:851231-851387:-	ce11	0.440
GF_000238.003	ENSG00000088827	chr20:3707080-3707128:-	hg38	0.080
GF_000238.003	FBgn0037736	chr3R:9739254-9739320:-	dm6	0.330
GF_000238.003	FBgn0083949	chr3R:5939364-5939523:-	dm6	0.110
GF_000238.003	FBgn0085400	chr2R:23191125-23191239:-	dm6	0.110
GF_000238.003	WBGene00018215	chrX:851438-851501:-	ce11	0.460
GF_000240.001	ENSG00000033122	chr1:69760205-69760393:+	hg38	0.750
GF_000240.001	ENSG00000112851	chr5:65992719-65992907:+	hg38	0.750
GF_000240.001	ENSG00000180900	chr8:143815214-143815372:-	hg38	0.750
GF_000240.001	FBgn0033984	chr2R:14936146-14936298:+	dm6	0.900
GF_000240.001	FBgn0263289	chr3R:26537623-26537784:+	dm6	0.900
GF_000240.002	ENSG00000033122	chr1:69792043-69792160:+	hg38	0.500
GF_000240.002	ENSG00000112851	chr5:65994747-65994864:+	hg38	0.250
GF_000240.002	ENSG00000180900	chr8:143814001-143814118:-	hg38	0.250
GF_000240.002	FBgn0033984	chr2R:14936355-14936490:+	dm6	0.500
GF_000240.002	FBgn0263289	chr3R:26545043-26545160:+	dm6	0.300
GF_000240.003	ENSG00000112851	chr5:66048667-66048781:+	hg38	0.170
GF_000240.003	FBgn0263289	chr3R:26589908-26590058:+	dm6	0.170
GF_000240.004	ENSG00000180900	chr8:143804568-143804825:-	hg38	0.170
GF_000240.004	FBgn0263289	chr3R:26574851-26575037:+	dm6	0.170
GF_000240.005	ENSG00000112851	chr5:66068877-66069020:+	hg38	0.170
GF_000240.005	FBgn0263289	chr3R:26578724-26578831:+	dm6	0.170
GF_000240.006	ENSG00000112851	chr5:66053406-66054951:+	hg38	0.170
GF_000240.006	FBgn0263289	chr3R:26601247-26602872:+	dm6	0.170
GF_000242.001	ENSG00000184302	chr14:60509399-60509970:+	hg38	0.170
GF_000242.001	WBGene00000453	chrV:11703165-11703422:-	ce11	0.170
GF_000242.002	ENSG00000138083	chr2:44944568-44944757:+	hg38	0.170
GF_000242.002	ENSG00000184302	chr14:60511084-60511249:+	hg38	0.170
GF_000242.002	WBGene00000454	chrV:5323241-5323436:-	ce11	0.250
GF_000242.003	FBgn0025360	chr2R:8041193-8041997:+	dm6	0.500
GF_000242.003	WBGene00000453	chrV:11702282-11702855:-	ce11	0.500
GF_000243.001	ENSG00000081386	chr9:96763067-96763213:-	hg38	0.170
GF_000243.001	ENSG00000105497	chr19:51581391-51581528:+	hg38	0.170
GF_000243.001	FBgn0000289	chr2R:14177885-14178021:+	dm6	0.250
GF_000243.002	ENSG00000090612	chr12:133184664-133184744:+	hg38	0.170
GF_000243.002	FBgn0000289	chr2R:14181211-14181375:+	dm6	0.170
GF_000243.003	ENSG00000198040	chr12:133056954-133056965:+	hg38	0.170
GF_000243.003	FBgn0000289	chr2R:14180422-14180445:+	dm6	0.170
GF_000244.001	ENSG00000128585	chr7:131327900-131327997:+	hg38	0.330
GF_000244.001	FBgn0033757	chr2R:12631963-12632156:-	dm6	0.330
GF_000245.001	ENSG00000101843	chrX:108084977-108085127:-	hg38	1.000
GF_000245.001	WBGene00185078	chrIII:200071-200221:+	ce11	1.000
GF_000245.002	ENSG00000101843	chrX:108087686-108087852:-	hg38	1.000
GF_000245.002	WBGene00185078	chrIII:197864-198036:+	ce11	1.000
GF_000245.003	ENSG00000101843	chrX:108087953-108088099:-	hg38	1.000
GF_000245.003	WBGene00185078	chrIII:197108-197257:+	ce11	1.000
GF_000247.001	AT3G07370	chr3:2358326-2358451:-	araTha10	0.300
GF_000247.001	ENSG00000103266	chr16:682364-682486:+	hg38	0.300
GF_000247.002	AT1G71020	chr1:26792004-26792357:-	araTha10	0.080
GF_000247.002	AT3G07370	chr3:2360197-2360301:-	araTha10	0.170
GF_000247.002	ENSG00000103266	chr16:680526-680684:+	hg38	0.360
GF_000247.002	FBgn0027052	chr2L:10437839-10437961:+	dm6	0.290
GF_000247.003	ENSG00000103266	chr16:681152-681350:+	hg38	0.300
GF_000247.003	FBgn0027052	chr2L:10438041-10438239:+	dm6	0.300
GF_000247.004	ENSG00000103266	chr16:681438-681603:+	hg38	0.300
GF_000247.004	FBgn0027052	chr2L:10438301-10438442:+	dm6	0.300
GF_000247.005	ENSG00000103266	chr16:681793-681880:+	hg38	0.300
GF_000247.005	FBgn0027052	chr2L:10438591-10438696:+	dm6	0.300
GF_000247.006	ENSG00000103266	chr16:682020-682076:+	hg38	0.300
GF_000247.006	FBgn0027052	chr2L:10438756-10438812:+	dm6	0.300
GF_000247.007	AT3G07370	chr3:2358547-2358657:-	araTha10	0.170
GF_000247.007	ENSG00000103266	chr16:682165-682332:+	hg38	0.330
GF_000247.007	FBgn0027052	chr2L:10438882-10439121:+	dm6	0.330
GF_000247.008	ENSG00000142546	chr19:49555754-49555822:-	hg38	0.300
GF_000247.008	FBgn0030915	chrX:18381162-18381230:+	dm6	0.300
GF_000247.009	ENSG00000142546	chr19:49556317-49556425:-	hg38	0.080
GF_000247.009	FBgn0030915	chrX:18380991-18381099:+	dm6	0.170
GF_000247.009	WBGene00019898	chrIV:7514137-7514314:+	ce11	0.080
GF_000247.010	FBgn0030915	chrX:18380188-18380930:+	dm6	0.100
GF_000247.010	WBGene00019898	chrIV:7513360-7513701:+	ce11	0.100
GF_000247.011	AT3G54850	chr3:20322052-20322168:+	araTha10	0.100
GF_000247.011	WBGene00000500	chrI:6183382-6183480:-	ce11	0.100
GF_000248.001	FBgn0029608	chrX:2252599-2252665:-	dm6	0.250
GF_000248.001	WBGene00020847	chrX:3597899-3597968:-	ce11	0.250
GF_000248.002	FBgn0029608	chrX:2253958-2254087:-	dm6	0.250
GF_000248.002	WBGene00011756	chrII:8515054-8515240:+	ce11	0.250
GF_000248.003	FBgn0029608	chrX:2252724-2252860:-	dm6	0.250
GF_000248.003	WBGene00020847	chrX:3598500-3598645:-	ce11	0.250
GF_000250.001	ENSG00000007516	chr16:1341294-1341489:+	hg38	0.080
GF_000250.001	ENSG00000092929	chr17:75842433-75842613:-	hg38	0.150
GF_000250.001	ENSG00000140563	chr15:94339290-94339432:+	hg38	0.080
GF_000250.001	ENSG00000175471	chr5:94953219-94953361:-	hg38	0.310
GF_000250.001	FBgn0034389	chr2R:18769438-18769580:+	dm6	0.290
GF_000250.001	FBgn0035756	chr3L:7274367-7274673:-	dm6	0.120
GF_000250.001	WBGene00017063	chrI:6632837-6633059:-	ce11	0.050
GF_000250.002	ENSG00000007516	chr16:1348379-1348479:+	hg38	0.330
GF_000250.002	ENSG00000092929	chr17:75827968-75828086:-	hg38	0.110
GF_000250.002	FBgn0035756	chr3L:7269149-7269237:-	dm6	0.360
GF_000250.003	ENSG00000092929	chr17:75834325-75834531:-	hg38	0.110
GF_000250.003	ENSG00000140563	chr15:94402486-94402554:+	hg38	0.110
GF_000250.003	WBGene00017063	chrI:6630529-6630693:-	ce11	0.180
GF_000250.004	ENSG00000092929	chr17:75842857-75842923:-	hg38	0.090
GF_000250.004	ENSG00000140563	chr15:94315529-94315637:+	hg38	0.090
GF_000250.004	ENSG00000175471	chr5:95017367-95017484:-	hg38	0.360
GF_000250.004	FBgn0034389	chr2R:18769147-18769255:+	dm6	0.200
GF_000250.004	WBGene00017063	chrI:6633182-6633305:-	ce11	0.200
GF_000250.005	AT3G55940	chr3:20748450-20748585:+	araTha10	0.110
GF_000250.005	ENSG00000092929	chr17:75844221-75844334:-	hg38	0.110
GF_000250.006	ENSG00000140563	chr15:94401900-94402019:+	hg38	0.110
GF_000250.006	ENSG00000175471	chr5:94868330-94868452:-	hg38	0.110
GF_000250.006	WBGene00017063	chrI:6630745-6630870:-	ce11	0.180
GF_000250.007	ENSG00000140563	chr15:94478966-94479031:+	hg38	0.180
GF_000250.007	ENSG00000175471	chr5:94707499-94707567:-	hg38	0.090
GF_000250.007	FBgn0034389	chr2R:18773663-18773740:+	dm6	0.150
GF_000250.007	WBGene00017063	chrI:6629909-6629950:-	ce11	0.080
GF_000250.008	ENSG00000175471	chr5:95081426-95081482:-	hg38	0.110
GF_000250.008	WBGene00017063	chrI:6633390-6633491:-	ce11	0.110
GF_000250.009	ENSG00000175471	chr5:95283856-95284575:-	hg38	0.110
GF_000250.009	FBgn0034389	chr2R:18768275-18768924:+	dm6	0.110
GF_000251.001	ENSG00000117868	chr7:158735503-158735608:-	hg38	0.170
GF_000251.001	WBGene00020443	chrIII:6224743-6224851:-	ce11	0.170
GF_000251.002	ENSG00000117868	chr7:158761496-158761544:-	hg38	0.500
GF_000251.002	ENSG00000139641	chr12:56133417-56133465:+	hg38	0.170
GF_000251.002	ENSG00000158220	chr3:138467561-138467609:+	hg38	0.500
GF_000251.002	FBgn0266758	chr3R:24554356-24554404:+	dm6	0.700
GF_000251.003	ENSG00000117868	chr7:158763083-158763165:-	hg38	0.500
GF_000251.003	ENSG00000139641	chr12:56132719-56132801:+	hg38	0.500
GF_000251.003	ENSG00000158220	chr3:138465339-138465421:+	hg38	0.500
GF_000251.003	FBgn0266758	chr3R:24552898-24552983:+	dm6	0.900
GF_000251.003	FBgn0266758	chr3R:24553234-24553331:+	dm6	0.300
GF_000251.003	FBgn0266758	chr3R:24553995-24554080:+	dm6	0.300
GF_000251.004	ENSG00000117868	chr7:158764677-158764853:-	hg38	0.250
GF_000251.004	ENSG00000139641	chr12:56132421-56132597:+	hg38	0.120
GF_000251.004	ENSG00000158220	chr3:138464345-138464515:+	hg38	0.120
GF_000251.004	FBgn0266758	chr3R:24552486-24552656:+	dm6	0.330
GF_000251.004	WBGene00020443	chrIII:6227487-6227789:-	ce11	0.170
GF_000251.005	ENSG00000158220	chr3:138470877-138471026:+	hg38	0.170
GF_000251.005	WBGene00020443	chrIII:6226842-6226994:-	ce11	0.170
GF_000251.006	ENSG00000117868	chr7:158793650-158793726:-	hg38	0.120
GF_000251.006	FBgn0266758	chr3R:24556236-24556322:+	dm6	0.120
GF_000251.006	WBGene00020443	chrIII:6224621-6224695:-	ce11	0.250
GF_000251.007	ENSG00000158220	chr3:138472363-138472417:+	hg38	0.170
GF_000251.007	WBGene00020443	chrIII:6225800-6225844:-	ce11	0.170
GF_000251.008	FBgn0266758	chr3R:24554465-24554641:+	dm6	0.170
GF_000251.008	WBGene00020443	chrIII:6227263-6227442:-	ce11	0.170
GF_000252.001	ENSG00000110092	chr11:69643031-69643246:+	hg38	0.170
GF_000252.001	ENSG00000112576	chr6:41940370-41940540:-	hg38	0.170
GF_000252.001	ENSG00000118971	chr12:4276005-4276220:+	hg38	0.170
GF_000252.001	FBgn0010315	chrX:15908097-15908318:-	dm6	0.300
GF_000252.002	ENSG00000110092	chr11:69643832-69643991:+	hg38	0.500
GF_000252.002	ENSG00000112576	chr6:41937235-41937394:-	hg38	0.500
GF_000252.002	ENSG00000118971	chr12:4278760-4278919:+	hg38	0.500
GF_000252.002	FBgn0010315	chrX:15907859-15908033:-	dm6	0.900
GF_000252.003	ENSG00000110092	chr11:69647994-69648142:+	hg38	0.100
GF_000252.003	ENSG00000112576	chr6:41936559-41936695:-	hg38	0.500
GF_000252.003	ENSG00000118971	chr12:4288842-4288990:+	hg38	0.100
GF_000252.003	FBgn0010315	chrX:15907654-15907799:-	dm6	0.430
GF_000252.003	WBGene00000870	chrII:12988223-12988336:+	ce11	0.080
GF_000252.003	WBGene00000870	chrII:12991991-12992127:+	ce11	0.170
GF_000252.004	ENSG00000110092	chr11:69651118-69651279:+	hg38	0.120
GF_000252.004	ENSG00000112576	chr6:41935943-41936107:-	hg38	0.500
GF_000252.004	ENSG00000118971	chr12:4297757-4297947:+	hg38	0.120
GF_000252.004	ENSG00000118971	chr12:4299860-4300006:+	hg38	0.120
GF_000252.004	FBgn0010315	chrX:15907277-15907591:-	dm6	0.430
GF_000252.004	WBGene00000870	chrII:12992180-12992551:+	ce11	0.210
GF_000253.001	AT4G19020	chr4:10418677-10418743:+	araTha10	0.170
GF_000253.001	ENSG00000153046	chr6:4943546-4943597:+	hg38	0.170
GF_000253.002	AT1G80740	chr1:30344243-30344503:+	araTha10	0.120
GF_000253.002	ENSG00000196199	chr13:19633749-19633961:+	hg38	0.250
GF_000253.002	WBGene00011636	chrII:7857300-7857415:-	ce11	0.120
GF_000254.001	AT1G31440	chr1:11256153-11256278:-	araTha10	0.090
GF_000254.001	AT4G39020	chr4:18184224-18184337:+	araTha10	0.270
GF_000254.001	ENSG00000160293	chr9:133790601-133790684:-	hg38	0.310
GF_000254.002	AT1G31440	chr1:11256532-11256888:-	araTha10	0.090
GF_000254.002	WBGene00006887	chrX:9218590-9218838:-	ce11	0.090
GF_000254.003	AT1G31440	chr1:11257817-11257886:-	araTha10	0.270
GF_000254.003	ENSG00000141968	chr19:6833908-6833953:+	hg38	0.270
GF_000254.004	AT1G31440	chr1:11257972-11258085:-	araTha10	0.090
GF_000254.004	ENSG00000141968	chr19:6828815-6828900:+	hg38	0.090
GF_000254.005	AT1G31440	chr1:11258420-11258479:-	araTha10	0.090
GF_000254.005	ENSG00000141968	chr19:6828419-6828487:+	hg38	0.090
GF_000254.006	AT4G18060	chr4:10027671-10027787:-	araTha10	0.090
GF_000254.006	ENSG00000160293	chr9:133785776-133785885:-	hg38	0.090
GF_000254.007	AT4G18060	chr4:10029082-10029151:-	araTha10	0.090
GF_000254.007	ENSG00000130762	chr1:3466148-3466193:+	hg38	0.090
GF_000254.008	AT4G34660	chr4:16546413-16546475:-	araTha10	0.090
GF_000254.008	ENSG00000130762	chr1:3468880-3468936:+	hg38	0.090
GF_000254.009	AT4G34660	chr4:16546566-16546766:-	araTha10	0.090
GF_000254.009	ENSG00000130762	chr1:3467168-3467337:+	hg38	0.090
GF_000254.010	ENSG00000134215	chr1:107573334-107573372:-	hg38	0.310
GF_000254.010	ENSG00000141968	chr19:6857054-6857104:+	hg38	0.460
GF_000254.010	ENSG00000160293	chr9:133764065-133764109:-	hg38	0.460
GF_000254.010	FBgn0040068	chrX:19271519-19271575:+	dm6	0.590
GF_000254.010	WBGene00006887	chrX:9217462-9217551:-	ce11	0.710
GF_000254.011	ENSG00000134215	chr1:107602397-107602484:-	hg38	0.090
GF_000254.011	ENSG00000141968	chr19:6850670-6850757:+	hg38	0.270
GF_000254.011	ENSG00000160293	chr9:133771959-133772046:-	hg38	0.090
GF_000254.011	WBGene00006887	chrX:9218456-9218546:-	ce11	0.330
GF_000254.012	ENSG00000134215	chr1:107772735-107772843:-	hg38	0.090
GF_000254.012	ENSG00000141968	chr19:6822221-6822329:+	hg38	0.090
GF_000254.012	FBgn0040068	chrX:19269257-19269365:+	dm6	0.150
GF_000254.013	ENSG00000134215	chr1:107964666-107964853:-	hg38	0.310
GF_000254.013	ENSG00000141968	chr19:6772808-6773011:+	hg38	0.230
GF_000254.013	ENSG00000160293	chr9:133992075-133992278:-	hg38	0.230
GF_000254.013	FBgn0040068	chrX:19262339-19262593:+	dm6	0.530
GF_000254.013	WBGene00006887	chrX:9223869-9223959:-	ce11	0.060
GF_000254.014	ENSG00000141968	chr19:6821791-6821859:+	hg38	0.270
GF_000254.014	FBgn0040068	chrX:19263881-19263955:+	dm6	0.270
GF_000254.015	AT4G18060	chr4:10029275-10029397:-	araTha10	0.090
GF_000254.015	ENSG00000160293	chr9:133809040-133809138:-	hg38	0.090
GF_000254.016	ENSG00000141968	chr19:6820702-6820818:+	hg38	0.150
GF_000254.016	FBgn0040068	chrX:19263133-19263314:+	dm6	0.080
GF_000254.016	WBGene00006887	chrX:9223640-9223815:-	ce11	0.080
GF_000255.001	ENSG00000105429	chr19:42375507-42375645:+	hg38	0.200
GF_000255.001	FBgn0028543	chr2L:13965090-13965396:-	dm6	0.200
GF_000255.002	ENSG00000146530	chr7:12344999-12345027:-	hg38	0.600
GF_000255.002	FBgn0243514	chr3R:27095927-27095979:-	dm6	0.600
GF_000256.001	AT1G57800	chr1:21408750-21408941:-	araTha10	0.500
GF_000256.001	AT1G66040	chr1:24583823-24583990:-	araTha10	0.500
GF_000256.001	AT1G66050	chr1:24592443-24592613:+	araTha10	0.170
GF_000256.001	AT5G39550	chr5:15837411-15837572:-	araTha10	0.170
GF_000256.001	WBGene00000264	chrIII:3853241-3853486:-	ce11	0.670
GF_000257.001	ENSG00000115419	chr2:190895604-190895725:+	hg38	0.170
GF_000257.001	ENSG00000135423	chr12:56479780-56479901:-	hg38	0.170
GF_000257.001	WBGene00008435	chrII:8009168-8009316:+	ce11	0.250
GF_000257.002	ENSG00000115419	chr2:190927345-190927482:+	hg38	0.250
GF_000257.002	WBGene00007480	chrII:14723600-14723809:-	ce11	0.170
GF_000257.002	WBGene00008435	chrII:8010337-8010552:+	ce11	0.170
